19:00:44 - 開始處理語言: zh-MO
19:00:44 - 目標業態: enterprises, public_sector, training_institutions
19:00:44 - 跳過空白替換結果 - 公部門: 可以在移动设备上实时接收最新动态消息，查看在线教材，查看课程和公告信息，发起聊天，发起点名，参与课堂互动等。实现随时随地的教学和互通，节省老师和学生的时间，快捷而高效。
19:00:44 - 跳過空白替換結果 - 培訓機構: 可以在移动设备上实时接收最新动态消息，查看在线教材，查看课程和公告信息，发起聊天，发起点名，参与课堂互动等。实现随时随地的教学和互通，节省老师和学生的时间，快捷而高效。
19:00:44 - 跳過空白替換結果 - 企業: 可以在移动设备上实时接收最新动态消息，查看在线教材，查看课程和公告信息，发起聊天，发起点名，参与课堂互动等。实现随时随地的教学和互通，节省老师和学生的时间，快捷而高效。
19:00:44 - 跳過空白替換結果 - 公部門: 可以在移动设备上实时接收最新动态消息，查看在线教材，查看课程和公告信息，发起聊天，发起点名，参与课堂互动等。实现随时随地的教学和互通，节省老师和学生的时间，快捷而高效。
19:00:44 - 跳過空白替換結果 - 培訓機構: 可以在移动设备上实时接收最新动态消息，查看在线教材，查看课程和公告信息，发起聊天，发起点名，参与课堂互动等。实现随时随地的教学和互通，节省老师和学生的时间，快捷而高效。
19:00:44 - 跳過空白替換結果 - 企業: 作业、考试、分组学习表现等都可纳入成绩考量，自动化成绩统计，同时允许老师灵活控制各个评价活动的成绩比重。单个项目以及总成绩都可以灵活设定发布规则。
19:00:44 - 跳過空白替換結果 - 公部門: 作业、考试、分组学习表现等都可纳入成绩考量，自动化成绩统计，同时允许老师灵活控制各个评价活动的成绩比重。单个项目以及总成绩都可以灵活设定发布规则。
19:00:44 - 跳過空白替換結果 - 培訓機構: 作业、考试、分组学习表现等都可纳入成绩考量，自动化成绩统计，同时允许老师灵活控制各个评价活动的成绩比重。单个项目以及总成绩都可以灵活设定发布规则。
19:00:44 - 跳過空白替換結果 - 企業: 每门课程多至100名学生
19:00:44 - 跳過空白替換結果 - 公部門: 每门课程多至100名学生
19:00:44 - 跳過空白替換結果 - 培訓機構: 每门课程多至100名学生
19:00:44 - 跳過空白替換結果 - 企業: 更多空间、更大班级
19:00:44 - 跳過空白替換結果 - 公部門: 更多空间、更大班级
19:00:44 - 跳過空白替換結果 - 培訓機構: 更多空间、更大班级
19:00:44 - 跳過空白替換結果 - 企業: 公布时间到达后，学生会看到自己的原始成绩
19:00:44 - 跳過空白替換結果 - 公部門: 公布时间到达后，学生会看到自己的原始成绩
19:00:44 - 跳過空白替換結果 - 培訓機構: 公布时间到达后，学生会看到自己的原始成绩
19:00:44 - 跳過空白替換結果 - 企業: 公布时间到达后，学生会看到自己的原始成绩
19:00:44 - 跳過空白替換結果 - 公部門: 公布时间到达后，学生会看到自己的原始成绩
19:00:44 - 跳過空白替換結果 - 培訓機構: 公布时间到达后，学生会看到自己的原始成绩
19:00:44 - 跳過空白替換結果 - 企業: 公布时间到达后，学生会看到自己的最终成绩
19:00:44 - 跳過空白替換結果 - 公部門: 公布时间到达后，学生会看到自己的最终成绩
19:00:44 - 跳過空白替換結果 - 培訓機構: 公布时间到达后，学生会看到自己的最终成绩
19:00:44 - 跳過空白替換結果 - 企業: 公布时间到达后，学生会看到自己的最终成绩
19:00:44 - 跳過空白替換結果 - 公部門: 公布时间到达后，学生会看到自己的最终成绩
19:00:44 - 跳過空白替換結果 - 培訓機構: 公布时间到达后，学生会看到自己的最终成绩
19:00:44 - 跳過空白替換結果 - 企業: 分組作業只有小組成員可以繳交，每個小組繳交一份作業並得到相同成績，老師可個別調整
19:00:44 - 跳過空白替換結果 - 公部門: 分組作業只有小組成員可以繳交，每個小組繳交一份作業並得到相同成績，老師可個別調整
19:00:44 - 跳過空白替換結果 - 培訓機構: 分組作業只有小組成員可以繳交，每個小組繳交一份作業並得到相同成績，老師可個別調整
19:00:44 - 跳過空白替換結果 - 企業: 教師通知你重繳作業，請盡快繳交
19:00:44 - 跳過空白替換結果 - 公部門: 教師通知你重繳作業，請盡快繳交
19:00:44 - 跳過空白替換結果 - 培訓機構: 教師通知你重繳作業，請盡快繳交
19:00:44 - 跳過空白替換結果 - 企業: 選擇課程所屬的學年
19:00:44 - 跳過空白替換結果 - 公部門: 選擇課程所屬的學年
19:00:44 - 跳過空白替換結果 - 培訓機構: 選擇課程所屬的學年
19:00:44 - 跳過空白替換結果 - 企業: 選擇課程所屬的學期
19:00:44 - 跳過空白替換結果 - 公部門: 選擇課程所屬的學期
19:00:44 - 跳過空白替換結果 - 培訓機構: 選擇課程所屬的學期
19:00:44 - 跳過空白替換結果 - 企業: 老师评分之后，学生可以马上看到自己的原始成绩
19:00:44 - 跳過空白替換結果 - 公部門: 老师评分之后，学生可以马上看到自己的原始成绩
19:00:44 - 跳過空白替換結果 - 培訓機構: 老师评分之后，学生可以马上看到自己的原始成绩
19:00:44 - 跳過空白替換結果 - 企業: 老师评分之后，学生可以马上看到自己的最终成绩
19:00:44 - 跳過空白替換結果 - 公部門: 老师评分之后，学生可以马上看到自己的最终成绩
19:00:44 - 跳過空白替換結果 - 培訓機構: 老师评分之后，学生可以马上看到自己的最终成绩
19:00:44 - 跳過空白替換結果 - 企業: 加入方式是學生加入課程的方式，目前系統提供兩種加入課程的方式，公開加入和僅邀請加入。公開加入是任何人都可以加入課程，僅邀請加入是需要有訪問碼或訪問URL才可以加入課程。
19:00:44 - 跳過空白替換結果 - 公部門: 加入方式是學生加入課程的方式，目前系統提供兩種加入課程的方式，公開加入和僅邀請加入。公開加入是任何人都可以加入課程，僅邀請加入是需要有訪問碼或訪問URL才可以加入課程。
19:00:44 - 跳過空白替換結果 - 培訓機構: 加入方式是學生加入課程的方式，目前系統提供兩種加入課程的方式，公開加入和僅邀請加入。公開加入是任何人都可以加入課程，僅邀請加入是需要有訪問碼或訪問URL才可以加入課程。
19:00:44 - 跳過空白替換結果 - 企業: 巡課功能可以幫助您以教師的身份檢視課程，以便讓您更好的瞭解課程情況。
19:00:44 - 跳過空白替換結果 - 公部門: 巡課功能可以幫助您以教師的身份檢視課程，以便讓您更好的瞭解課程情況。
19:00:44 - 跳過空白替換結果 - 培訓機構: 巡課功能可以幫助您以教師的身份檢視課程，以便讓您更好的瞭解課程情況。
19:00:44 - 跳過空白替換結果 - 企業: Model course role can only be instructor
19:00:44 - 跳過空白替換結果 - 公部門: Model course role can only be instructor
19:00:44 - 跳過空白替換結果 - 培訓機構: Model course role can only be instructor
19:00:44 - 跳過空白替換結果 - 企業: 注：预警指标说明（低于预警阈值的学生将被预警)
19:00:44 - 跳過空白替換結果 - 公部門: 注：预警指标说明（低于预警阈值的学生将被预警)
19:00:44 - 跳過空白替換結果 - 培訓機構: 注：预警指标说明（低于预警阈值的学生将被预警)
19:00:44 - 跳過空白替換結果 - 企業: 请根据本课程情况，选取需要预警的指标，并设置阈值。低于该阈值的学生将被预警。未填写阈值的，视为不使用。
19:00:44 - 跳過空白替換結果 - 公部門: 请根据本课程情况，选取需要预警的指标，并设置阈值。低于该阈值的学生将被预警。未填写阈值的，视为不使用。
19:00:44 - 跳過空白替換結果 - 培訓機構: 请根据本课程情况，选取需要预警的指标，并设置阈值。低于该阈值的学生将被预警。未填写阈值的，视为不使用。
19:00:44 - 跳過空白替換結果 - 企業: 本課程有{0}名學生被預警，確定送交預警名單嗎？
19:00:44 - 跳過空白替換結果 - 公部門: 本課程有{0}名學生被預警，確定送交預警名單嗎？
19:00:44 - 跳過空白替換結果 - 培訓機構: 本課程有{0}名學生被預警，確定送交預警名單嗎？
19:00:44 - 跳過空白替換結果 - 企業: 附：預警指標說明（低於預警閾值的學生將被預警)
19:00:44 - 跳過空白替換結果 - 公部門: 附：預警指標說明（低於預警閾值的學生將被預警)
19:00:44 - 跳過空白替換結果 - 培訓機構: 附：預警指標說明（低於預警閾值的學生將被預警)
19:00:44 - 跳過空白替換結果 - 企業: 缺席 {0} 次後預警
19:00:44 - 跳過空白替換結果 - 公部門: 缺席 {0} 次後預警
19:00:44 - 跳過空白替換結果 - 培訓機構: 缺席 {0} 次後預警
19:00:44 - 跳過空白替換結果 - 企業: 請假 {0} 次後預警
19:00:44 - 跳過空白替換結果 - 公部門: 請假 {0} 次後預警
19:00:44 - 跳過空白替換結果 - 培訓機構: 請假 {0} 次後預警
19:00:44 - 跳過空白替換結果 - 企業: 未填寫時 {0} 週提醒一次
19:00:44 - 跳過空白替換結果 - 公部門: 未填寫時 {0} 週提醒一次
19:00:44 - 跳過空白替換結果 - 培訓機構: 未填寫時 {0} 週提醒一次
19:00:44 - 跳過空白替換結果 - 企業: 部分填寫時 {0} 週提醒一次
19:00:44 - 跳過空白替換結果 - 公部門: 部分填寫時 {0} 週提醒一次
19:00:44 - 跳過空白替換結果 - 培訓機構: 部分填寫時 {0} 週提醒一次
19:00:44 - 跳過空白替換結果 - 企業: 课程中存在未被关联的指标时，{0} 周提醒一次
19:00:44 - 跳過空白替換結果 - 公部門: 课程中存在未被关联的指标时，{0} 周提醒一次
